weather_hour,tmpf,dwpf,relh,sknt,mslp,p01i
2023-01-01 01:00:00,53.0,51.0,92.89,6.0,1007.2,0.0
2023-01-01 02:00:00,51.5,49.5,92.5,6.0,1007.2,0.0
2023-01-01 03:00:00,49.0,47.0,92.77,5.0,1008.1,0.0
2023-01-01 04:00:00,48.0,46.0,92.74,4.0,1008.4,0.0
2023-01-01 05:00:00,49.0,47.0,92.77,7.0,1008.9,0.0
2023-01-01 06:00:00,48.0,46.0,92.74,9.0,1009.8,0.0
2023-01-01 07:00:00,48.0,46.0,92.74,8.0,1010.6,0.0
2023-01-01 08:00:00,47.0,44.0,89.92,9.0,1011.6,0.0
2023-01-01 09:00:00,51.0,46.0,82.62,5.0,1012.1,0.0
2023-01-01 10:00:00,54.0,43.0,66.24,10.0,1013.6,0.0
2023-01-01 11:00:00,55.0,41.0,59.13,13.0,1014.0,0.0
2023-01-01 12:00:00,56.0,38.0,50.71,8.0,1013.3,0.0
